Date,LaggedDate,VicFalls,Conversion,Flow,Exceedance,Year,Month,Day,MonthId,WaterYear,WaterMonth,WaterDay,WaterWeek,Volume,Flow_difference,Flow_difference_pct,EWRRefExceedance,EWRBandNo,EWRBandLabel,EWRChannelA,EWRChannelC,EWRChannelD,EWRChannelE,EWRChannelFG,EWRTotal,EWRProportion,FlowAvailableForGeneration,FlowCanal,LowFlowShutoff,Turbines,FlowTurbine1,FlowTurbine2,FlowTurbine3,FlowTurbine4,FlowSpill,SpillChannelA,SpillChannelC,SpillChannelD,SpillChannelE,SpillChannelFG,FlowChannelA,FlowChannelC,FlowChannelD,FlowChannelE,FlowChannelFG,FlowLeftChannel,LevelTailwater,LevelHeadpond,HeadlossLeftChannel,HeadlossCanal,LevelForebay,HeadlossTurbine1,HeadlossTurbine2,HeadlossTurbine3,HeadlossTurbine4,HeadTurbine1,HeadTurbine2,HeadTurbine3,HeadTurbine4,LowHeadShutoff,EffTurbine1,EffTurbine2,EffTurbine3,EffTurbine4,LoadFactorTurbine1,LoadFactorTurbine2,LoadFactorTurbine3,LoadFactorTurbine4,EffGen1,EffGen2,EffGen3,EffGen4,PowerTurbine1,PowerTurbine2,PowerTurbine3,PowerTurbine4,Power,Energy,PerfMwPerCumec
1924-10-15,1924-10-26,100.0,1.1140747964374855,111.40747964374857,0.999,1924,10,15,1924.1,1924,1,15,3,0.009625606241219876,0.0,0.0,1.0,5,Dry,24,4,2,2,20,52.0,0.4667550165059127,59.40747964374857,59.40747964374857,,1,59.40747964374857,,,,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,2.0,2.0,20.0,89.40747964374857,964.4979381544588,990.0,0.07036618624218703,0.0,989.9296338137577,0.0240235159329791,,,,25.4076721433662,,,,,0.8,,,,0.2376299185749943,,,,0.96,,,,11.371983790883913,,,,11.371983790883913,272.9276109812139,0.10207558619267294
1924-11-15,1924-11-26,132.6503,1.0825707017418942,143.60332835727277,0.996,1924,11,15,1924.11,1924,2,46,7,0.012407327570068368,0.0,0.0,0.99,5,Dry,23,4,2,2,19,50.0,0.3481813449031229,93.60332835727276,93.60332835727276,,1,93.60332835727276,,,,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,2.0,2.0,19.0,122.60332835727276,964.4964274238217,990.0,0.08168295284907026,0.0,989.9183170471507,0.06151570330774005,,,,25.360373920021352,,,,,0.88,,,,0.3744133134290911,,,,0.96,,,,19.67296670220537,,,,19.67296670220537,472.15120085292887,0.13699520009216445
1924-12-15,1924-12-26,282.5805,0.9441063439037743,266.78604271350054,0.847,1924,12,15,1924.12,1924,3,76,11,0.023050314090446448,4.4864682269540594,0.016816727671814687,0.94,5,Dry,26,4,3,2,24,59.0,0.22115099950472164,207.7860427135005,207.7860427135005,,1,207.7860427135005,,,,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,3.0,2.0,24.0,240.7860427135005,964.7957891429297,990.0,0.12192156400079353,0.011557208542700106,989.8665212274564,0.3056398749274899,,,,24.765092209599267,,,,,0.94,,,,0.8311441708540022,,,,0.97,,,,46.028298047683585,,,,46.028298047683585,1104.679153144406,0.1725288833685839
1925-01-15,1925-01-26,678.6565,0.8777769920279594,595.7090611902229,0.485,1925,1,15,1925.01,1924,4,107,16,0.05146926288683526,19.91871247672384,0.03343698085929125,0.64,3,Normal,41,6,4,3,66,120.0,0.20144061559218315,475.7090611902229,275.0,,1,275.0,,,,200.70906119022288,59.0,10.035453059511145,6.690302039674096,5.017726529755572,119.96557956128208,100.0,16.035453059511145,10.690302039674096,8.017726529755572,185.96557956128208,401.72575509918516,966.1243943715846,990.0,0.1753701769702091,0.025,989.7996298230298,0.5349347799999999,,,,23.14030067144525,,,,,0.9042167151893226,,,,1.1,,,,0.98,,,,55.31836118477747,,,,55.31836118477747,1327.6406684346593,0.09286137275510252
1925-02-15,1925-02-26,1247.589,0.9151467263536076,1141.726989184771,0.28700000000000003,1925,2,15,1925.02,1924,5,138,20,0.0986452118655642,0.0,0.0,0.23,2,Mod_Wet,49,8,7,5,93,162.0,0.14189031312614686,979.7269891847708,275.0,,1,275.0,,,,704.7269891847708,51.0,10.0,17.999999999999996,21.750832999529962,603.9761561852408,100.0,18.0,25.0,26.750832999529962,696.9761561852409,418.0,968.3652011923524,990.0,0.18077490774907748,0.025,989.7942250922508,0.5349347799999999,,,,20.894089119898428,,,,,0.9256715950488744,,,,1.1,,,,0.98,,,,51.1338104200799,,,,51.1338104200799,1227.2114500819175,0.0447863726656677
1925-03-15,1925-03-26,1547.2067,0.947753481275309,1466.3705361774826,0.234,1925,3,15,1925.03,1924,6,166,24,0.1266944143257345,19.68217727320848,0.013422376396429616,0.62,3,Normal,49,9,9,9,107,183.0,0.12479792486627715,1100.0,275.0,,1,275.0,,,,1008.3705361774826,51.0,9.0,16.0,49.59199358249914,882.7785425949835,100.0,18.0,25.0,58.59199358249914,989.7785425949837,418.0,969.5048165705472,990.0,0.18077490774907748,0.025,989.7942250922508,0.5349347799999999,,,,19.754473741703762,,,,,0.9307689171887674,,,,1.1,,,,0.98,,,,48.61106245054609,,,,48.61106245054609,1166.6654988131065,0.03315059955941616
1925-04-15,1925-04-26,2938.9259,1.022231970362161,3004.2640135053875,0.08600000000000001,1925,4,15,1925.04,1924,7,197,29,0.2595684107668655,0.0,0.0,0.43,3,Normal,54,13,14,19,117,217.0,0.07223066915041315,1100.0,275.0,,1,275.0,,,,2512.2640135053875,46.0,5.0,11.0,61.0,2389.2640135053875,100.0,18.0,25.0,80.0,2506.2640135053875,418.0,973.6257428296183,990.0,0.18077490774907748,0.025,989.7942250922508,0.5349347799999999,,,,15.633547482632778,,,,,0.9166837224311516,,,,1.1,,,,0.98,,,,37.888275058337676,,,,37.888275058337676,909.3186014001044,0.01261149981759742
1925-05-15,1925-05-26,2193.1616,1.0110393405717577,2217.372657831301,0.154,1925,5,15,1925.05,1924,8,227,33,0.1915809976366244,43.73542978965543,0.019723987140903426,0.43,3,Normal,55,13,13,17,178,276.0,0.12447163494382653,1100.0,275.0,,1,275.0,,,,1666.3726578313006,45.0,5.0,12.0,63.0,1541.3726578313006,100.0,18.0,25.0,80.0,1719.3726578313006,418.0,971.7260914151202,990.0,0.18077490774907748,0.025,989.7942250922508,0.5349347799999999,,,,17.53319889713073,,,,,0.9295061423383668,,,,1.1,,,,0.98,,,,43.0864983590541,,,,43.0864983590541,1034.0759606172985,0.01943132932882595
1925-06-15,1925-06-26,1247.589,0.9151467263536076,1141.726989184771,0.28700000000000003,1925,6,15,1925.06,1924,9,258,37,0.0986452118655642,30.493090500772272,0.02670786518110192,0.54,3,Normal,53,12,12,13,120,210.0,0.1839318873857459,931.7269891847708,275.0,,1,275.0,,,,656.7269891847709,47.0,6.0,13.0,40.65452790191439,550.0724612828565,100.0,18.0,25.0,53.654527901914385,670.0724612828565,418.0,968.3652011923524,990.0,0.18077490774907748,0.025,989.7942250922508,0.5349347799999999,,,,20.894089119898428,,,,,0.9256715950488744,,,,1.1,,,,0.98,,,,51.1338104200799,,,,51.1338104200799,1227.2114500819175,0.0447863726656677
1925-07-15,1925-07-26,564.6867,0.8760275090430032,494.68108319071365,0.5529999999999999,1925,7,15,1925.07,1924,10,288,42,0.042740445587677665,22.0919195331997,0.044658913154119205,0.49,3,Normal,50,10,9,9,108,186.0,0.3759998235636832,308.6810831907136,275.0,,1,275.0,,,,33.68108319071365,9.054054621159585,1.8108109242319168,1.629729831808725,1.629729831808725,19.556757981704703,59.05405462115958,11.810810924231912,10.629729831808724,10.629729831808724,127.5567579817047,356.49459537720014,965.6757036642198,990.0,0.16034875861235431,0.025,989.8146512413877,0.5349347799999999,,,,23.604012797167872,,,,,0.8979025928466877,,,,1.1,,,,0.98,,,,56.03286695710022,,,,56.03286695710022,1344.7888069704052,0.11327068865396245
1925-08-15,1925-08-26,293.6805,0.9321845933144058,273.7644374568714,0.8280000000000001,1925,8,15,1925.08,1924,11,319,46,0.023653247396273686,7.557836542355176,0.027607079329088645,0.87,4,Mod_Dry,39,7,5,4,60,115.0,0.4200691699341592,158.7644374568714,158.7644374568714,,1,158.7644374568714,,,,0.0,0.0,0.0,0.0,0.0,0.0,39.0,7.0,5.0,4.0,60.0,209.7644374568714,964.8137698976084,990.0,0.11139696731484253,0.005876443745687141,989.8827265889397,0.17840702551678772,,,,24.890549665814195,,,,,0.92,,,,0.6350577498274856,,,,0.97,,,,34.59523501865656,,,,34.59523501865656,830.2856404477576,0.1263686231127323
1925-09-15,1925-09-26,206.1864,0.9756711054590376,201.17011281861926,0.9520000000000001,1925,9,15,1925.09,1924,12,350,50,0.01738109774752871,0.0,0.0,0.95,5,Dry,30,6,4,2,30,72.0,0.35790604772845785,129.17011281861926,129.17011281861926,,1,129.17011281861926,,,,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6.0,4.0,2.0,30.0,169.17011281861926,964.7063353543097,990.0,0.09755799300634746,0.0029170112818619263,989.8995249957118,0.11792923139127776,,,,25.075260410010728,,,,,0.91,,,,0.516680451274477,,,,0.97,,,,28.04720732296009,,,,28.04720732296009,673.1329757510423,0.13942034892751815
1925-10-15,1925-10-26,156.5885,1.0617930438264065,166.26458004321125,0.99,1925,10,15,1925.1,1925,1,15,3,0.014365259715733453,2.928760336624152,0.017615058696584578,0.95,5,Dry,24,4,2,2,20,52.0,0.3127545264691102,114.26458004321123,114.26458004321123,,1,114.26458004321123,,,,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,2.0,2.0,20.0,144.26458004321125,964.4658696268319,990.0,0.08906747046927656,0.0014264580043211255,989.9095060715264,0.09212519720397093,,,,25.351511247490365,,,,,0.9,,,,0.457058320172845,,,,0.97,,,,24.808398670005612,,,,24.808398670005612,595.4015680801348,0.14921036497104825
1925-11-15,1925-11-26,180.3141,1.0466171465371623,188.71982882241662,0.978,1925,11,15,1925.11,1925,2,46,7,0.016305393210256796,2.941123250503466,0.01558460109282439,0.94,5,Dry,23,4,2,2,19,50.0,0.2649430126764765,138.71982882241662,138.71982882241662,,1,138.71982882241662,,,,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,2.0,2.0,19.0,167.71982882241662,964.4219365524943,990.0,0.09706357800764202,0.0038719828822416616,989.8990644391099,0.13610088356740138,,,,25.34102700304816,,,,,0.91,,,,0.5548793152896665,,,,0.97,,,,30.440016945900002,,,,30.440016945900002,730.5604067016001,0.16129739591139486
1925-12-15,1925-12-26,353.2963,0.921778111561846,325.6607962357874,0.746,1925,12,15,1925.12,1925,3,76,11,0.028137092794772042,5.445753988138222,0.016722166288002764,0.81,4,Mod_Dry,31,5,3,2,36,77.0,0.2364423378251826,248.66079623578742,248.66079623578742,,1,248.66079623578742,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,3.0,2.0,36.0,287.6607962357874,964.9772825869304,990.0,0.13748882531815818,0.01973215924715748,989.8427790154345,0.4375229542482114,,,,24.42797347425613,,,,,0.95,,,,0.9946431849431496,,,,0.98,,,,55.47706133303701,,,,55.47706133303701,1331.4494719928882,0.17035228671758845
1926-01-15,1926-01-26,547.8849,0.8752989863551575,479.56309760929685,0.5630000000000001,1926,1,15,1926.01,1925,4,107,16,0.04143425163344324,2.2146106926243188,0.0046179756191928175,0.8300000000000001,4,Mod_Dry,34,5,4,3,45,91.0,0.1897560518181036,388.56309760929685,275.0,,1,275.0,,,,113.56309760929683,42.43016833753949,6.239730637873452,4.991784510298763,3.743838382724072,56.157575740861084,76.43016833753948,11.239730637873453,8.991784510298764,6.743838382724071,101.15757574086108,371.66168348571165,965.6090563455651,990.0,0.1653857989435943,0.025,989.8096142010563,0.5349347799999999,,,,23.665623075491187,,,,,0.8970151304384207,,,,1.1,,,,0.98,,,,56.12359586209215,,,,56.12359586209215,1346.9663006902115,0.11703068092995013
