Date,LaggedDate,VicFalls,Conversion,Flow,Exceedance,Year,Month,Day,MonthId,WaterYear,WaterMonth,WaterDay,WaterWeek,Volume,Flow_difference,Flow_difference_pct,EWRRefExceedance,EWRBandNo,EWRBandLabel,EWRChannelA,EWRChannelC,EWRChannelD,EWRChannelE,EWRChannelFG,EWRTotal,EWRProportion,FlowAvailableForGeneration,FlowCanal,LowFlowShutoff,Turbines,FlowTurbine1,FlowTurbine2,FlowTurbine3,FlowTurbine4,FlowSpill,SpillChannelA,SpillChannelC,SpillChannelD,SpillChannelE,SpillChannelFG,FlowChannelA,FlowChannelC,FlowChannelD,FlowChannelE,FlowChannelFG,FlowLeftChannel,LevelTailwater,LevelHeadpond,HeadlossLeftChannel,HeadlossCanal,LevelForebay,HeadlossTurbine1,HeadlossTurbine2,HeadlossTurbine3,HeadlossTurbine4,HeadTurbine1,HeadTurbine2,HeadTurbine3,HeadTurbine4,LowHeadShutoff,LoadFactorTurbine1,LoadFactorTurbine2,LoadFactorTurbine3,LoadFactorTurbine4,EffTurbine1,EffTurbine2,EffTurbine3,EffTurbine4,EffGen1,EffGen2,EffGen3,EffGen4,PowerTurbine1,PowerTurbine2,PowerTurbine3,PowerTurbine4,Power,Energy,PerfMwPerCumec,PotentialPower1u,PotentialPower2u,PotentialPower3u,PotentialPower4u,ExceedanceRnd
1946-10-01,1946-10-12,200.2476,0.9942319359830292,199.0925590239552,0.9590000000000001,1946,10,1,1946.1,1946,1,1,1,0.01720159709966973,1.155423244384593,0.005803447652935992,0.84,4,Mod_Dry,31,4,3,2,33,73.0,0.36666362800237295,126.09255902395522,126.09255902395522,,1,126.09255902395522,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,2.0,33.0,164.0925590239552,964.3985022799416,990.0,0.09582700875816656,0.0026092559023955203,989.9015637353393,0.11234592112116483,,,,25.390715534276705,,,,,0.5043702360958208,,,,0.91,,,,0.97,,,,27.72340264670777,,,,27.72340264670777,665.3616635209868,0.13924881363030772,57.694466567835214,114.94531050635898,171.20923303340376,224.9591051261397,0.96
1946-10-02,1946-10-13,200.2476,0.9942319359830292,199.0925590239552,0.9590000000000001,1946,10,2,1946.1,1946,1,2,1,0.01720159709966973,0.0,0.0,0.84,4,Mod_Dry,31,4,3,2,33,73.0,0.36666362800237295,126.09255902395522,126.09255902395522,,1,126.09255902395522,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,2.0,33.0,164.0925590239552,964.3985022799416,990.0,0.09582700875816656,0.0026092559023955203,989.9015637353393,0.11234592112116483,,,,25.390715534276705,,,,,0.5043702360958208,,,,0.91,,,,0.97,,,,27.72340264670777,,,,27.72340264670777,665.3616635209868,0.13924881363030772,57.694466567835214,114.94531050635898,171.20923303340376,224.9591051261397,0.96
1946-10-03,1946-10-14,200.2476,0.9942319359830292,199.0925590239552,0.9590000000000001,1946,10,3,1946.1,1946,1,3,1,0.01720159709966973,0.0,0.0,0.84,4,Mod_Dry,31,4,3,2,33,73.0,0.36666362800237295,126.09255902395522,126.09255902395522,,1,126.09255902395522,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,2.0,33.0,164.0925590239552,964.3985022799416,990.0,0.09582700875816656,0.0026092559023955203,989.9015637353393,0.11234592112116483,,,,25.390715534276705,,,,,0.5043702360958208,,,,0.91,,,,0.97,,,,27.72340264670777,,,,27.72340264670777,665.3616635209868,0.13924881363030772,57.694466567835214,114.94531050635898,171.20923303340376,224.9591051261397,0.96
1946-10-04,1946-10-15,200.2476,0.9942319359830292,199.0925590239552,0.9590000000000001,1946,10,4,1946.1,1946,1,4,1,0.01720159709966973,0.0,0.0,0.84,4,Mod_Dry,31,4,3,2,33,73.0,0.36666362800237295,126.09255902395522,126.09255902395522,,1,126.09255902395522,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,2.0,33.0,164.0925590239552,964.3985022799416,990.0,0.09582700875816656,0.0026092559023955203,989.9015637353393,0.11234592112116483,,,,25.390715534276705,,,,,0.5043702360958208,,,,0.91,,,,0.97,,,,27.72340264670777,,,,27.72340264670777,665.3616635209868,0.13924881363030772,57.694466567835214,114.94531050635898,171.20923303340376,224.9591051261397,0.96
1946-10-05,1946-10-16,200.2476,0.9942319359830292,199.0925590239552,0.9590000000000001,1946,10,5,1946.1,1946,1,5,1,0.01720159709966973,0.0,0.0,0.84,4,Mod_Dry,31,4,3,2,33,73.0,0.36666362800237295,126.09255902395522,126.09255902395522,,1,126.09255902395522,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,2.0,33.0,164.0925590239552,964.3985022799416,990.0,0.09582700875816656,0.0026092559023955203,989.9015637353393,0.11234592112116483,,,,25.390715534276705,,,,,0.5043702360958208,,,,0.91,,,,0.97,,,,27.72340264670777,,,,27.72340264670777,665.3616635209868,0.13924881363030772,57.694466567835214,114.94531050635898,171.20923303340376,224.9591051261397,0.96
1946-10-06,1946-10-17,200.2476,0.9942319359830292,199.0925590239552,0.9590000000000001,1946,10,6,1946.1,1946,1,6,1,0.01720159709966973,0.0,0.0,0.84,4,Mod_Dry,31,4,3,2,33,73.0,0.36666362800237295,126.09255902395522,126.09255902395522,,1,126.09255902395522,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,2.0,33.0,164.0925590239552,964.3985022799416,990.0,0.09582700875816656,0.0026092559023955203,989.9015637353393,0.11234592112116483,,,,25.390715534276705,,,,,0.5043702360958208,,,,0.91,,,,0.97,,,,27.72340264670777,,,,27.72340264670777,665.3616635209868,0.13924881363030772,57.694466567835214,114.94531050635898,171.20923303340376,224.9591051261397,0.96
1946-10-07,1946-10-18,197.3191,0.9892995851469644,195.20770377157245,0.965,1946,10,7,1946.1,1946,1,7,1,0.01686594560586386,3.8848552523827777,0.01990113698037628,0.84,4,Mod_Dry,31,4,3,2,33,73.0,0.3739606510889699,122.20770377157244,122.20770377157244,,1,122.20770377157244,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,2.0,33.0,160.20770377157243,964.407469860292,990.0,0.09450262628576334,0.0022207703771572455,989.9032766033373,0.10548787797102044,,,,25.390318865074,,,,,0.4888308150862898,,,,0.91,,,,0.97,,,,26.86883726373888,,,,26.86883726373888,644.8520943297332,0.13764229968700506,57.68434497980174,114.9240662310763,171.17485901599701,224.90729077195323,0.965
1946-10-08,1946-10-19,197.3191,0.9892995851469644,195.20770377157245,0.965,1946,10,8,1946.1,1946,1,8,2,0.01686594560586386,0.0,0.0,0.84,4,Mod_Dry,31,4,3,2,33,73.0,0.3739606510889699,122.20770377157244,122.20770377157244,,1,122.20770377157244,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,2.0,33.0,160.20770377157243,964.407469860292,990.0,0.09450262628576334,0.0022207703771572455,989.9032766033373,0.10548787797102044,,,,25.390318865074,,,,,0.4888308150862898,,,,0.91,,,,0.97,,,,26.86883726373888,,,,26.86883726373888,644.8520943297332,0.13764229968700506,57.68434497980174,114.9240662310763,171.17485901599701,224.90729077195323,0.965
1946-10-09,1946-10-20,197.3191,0.9892995851469644,195.20770377157245,0.965,1946,10,9,1946.1,1946,1,9,2,0.01686594560586386,0.0,0.0,0.84,4,Mod_Dry,31,4,3,2,33,73.0,0.3739606510889699,122.20770377157244,122.20770377157244,,1,122.20770377157244,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,2.0,33.0,160.20770377157243,964.407469860292,990.0,0.09450262628576334,0.0022207703771572455,989.9032766033373,0.10548787797102044,,,,25.390318865074,,,,,0.4888308150862898,,,,0.91,,,,0.97,,,,26.86883726373888,,,,26.86883726373888,644.8520943297332,0.13764229968700506,57.68434497980174,114.9240662310763,171.17485901599701,224.90729077195323,0.965
1946-10-10,1946-10-21,197.3191,0.9892995851469644,195.20770377157245,0.965,1946,10,10,1946.1,1946,1,10,2,0.01686594560586386,0.0,0.0,0.84,4,Mod_Dry,31,4,3,2,33,73.0,0.3739606510889699,122.20770377157244,122.20770377157244,,1,122.20770377157244,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,2.0,33.0,160.20770377157243,964.407469860292,990.0,0.09450262628576334,0.0022207703771572455,989.9032766033373,0.10548787797102044,,,,25.390318865074,,,,,0.4888308150862898,,,,0.91,,,,0.97,,,,26.86883726373888,,,,26.86883726373888,644.8520943297332,0.13764229968700506,57.68434497980174,114.9240662310763,171.17485901599701,224.90729077195323,0.965
1946-10-11,1946-10-22,197.3191,0.9892995851469644,195.20770377157245,0.965,1946,10,11,1946.1,1946,1,11,2,0.01686594560586386,0.0,0.0,0.81,4,Mod_Dry,31,4,3,2,33,73.0,0.3739606510889699,122.20770377157244,122.20770377157244,,1,122.20770377157244,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,2.0,33.0,160.20770377157243,964.407469860292,990.0,0.09450262628576334,0.0022207703771572455,989.9032766033373,0.10548787797102044,,,,25.390318865074,,,,,0.4888308150862898,,,,0.91,,,,0.97,,,,26.86883726373888,,,,26.86883726373888,644.8520943297332,0.13764229968700506,57.68434497980174,114.9240662310763,171.17485901599701,224.90729077195323,0.965
1946-10-12,1946-10-23,197.3191,0.9892995851469644,195.20770377157245,0.965,1946,10,12,1946.1,1946,1,12,2,0.01686594560586386,0.0,0.0,0.81,4,Mod_Dry,31,4,3,2,33,73.0,0.3739606510889699,122.20770377157244,122.20770377157244,,1,122.20770377157244,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,2.0,33.0,160.20770377157243,964.407469860292,990.0,0.09450262628576334,0.0022207703771572455,989.9032766033373,0.10548787797102044,,,,25.390318865074,,,,,0.4888308150862898,,,,0.91,,,,0.97,,,,26.86883726373888,,,,26.86883726373888,644.8520943297332,0.13764229968700506,57.68434497980174,114.9240662310763,171.17485901599701,224.90729077195323,0.965
1946-10-13,1946-10-24,194.4177,1.0019441346365396,194.7956741845264,0.967,1946,10,13,1946.1,1946,1,13,2,0.016830346249543084,0.4120295870460211,0.002115188588098281,0.81,4,Mod_Dry,31,4,3,2,33,73.0,0.3747516483905512,121.7956741845264,121.7956741845264,,1,121.7956741845264,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,2.0,33.0,159.7956741845264,964.4084080863472,990.0,0.0943621616538158,0.0021795674184526405,989.9034582709276,0.10477293918279199,,,,25.39027724539756,,,,,0.4871826967381056,,,,0.91,,,,0.97,,,,26.778203695981606,,,,26.778203695981606,642.6768887035587,0.13746816405489118,57.68328465512454,114.92184088495762,171.17125874932242,224.90186478949317,0.965
1946-10-14,1946-10-25,194.4177,1.0019441346365396,194.7956741845264,0.967,1946,10,14,1946.1,1946,1,14,2,0.016830346249543084,0.0,0.0,0.81,4,Mod_Dry,31,4,3,2,33,73.0,0.3747516483905512,121.7956741845264,121.7956741845264,,1,121.7956741845264,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,2.0,33.0,159.7956741845264,964.4084080863472,990.0,0.0943621616538158,0.0021795674184526405,989.9034582709276,0.10477293918279199,,,,25.39027724539756,,,,,0.4871826967381056,,,,0.91,,,,0.97,,,,26.778203695981606,,,,26.778203695981606,642.6768887035587,0.13746816405489118,57.68328465512454,114.92184088495762,171.17125874932242,224.90186478949317,0.965
1946-10-15,1946-10-26,194.4177,1.0019441346365396,194.7956741845264,0.967,1946,10,15,1946.1,1946,1,15,3,0.016830346249543084,0.0,0.0,0.81,4,Mod_Dry,31,4,3,2,33,73.0,0.3747516483905512,121.7956741845264,121.7956741845264,,1,121.7956741845264,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,2.0,33.0,159.7956741845264,964.4084080863472,990.0,0.0943621616538158,0.0021795674184526405,989.9034582709276,0.10477293918279199,,,,25.39027724539756,,,,,0.4871826967381056,,,,0.91,,,,0.97,,,,26.778203695981606,,,,26.778203695981606,642.6768887035587,0.13746816405489118,57.68328465512454,114.92184088495762,171.17125874932242,224.90186478949317,0.965
