Date,Flow,Conversion,Exceedance,Year,Month,Day,WaterYear
1975-10-01,353.2963,0.9346756104534873,0.743,1975,10,1,1975
1975-10-02,349.1046,0.9293406221276715,0.749,1975,10,2,1975
1975-10-03,344.9443,0.9316733749031895,0.755,1975,10,3,1975
1975-10-04,340.8154,0.9336124696098185,0.758,1975,10,4,1975
1975-10-05,336.7179,0.9360015605047863,0.763,1975,10,5,1975
1975-10-06,332.6514,0.9362910743325151,0.768,1975,10,6,1975
1975-10-07,332.6514,0.9362910743325151,0.768,1975,10,7,1975
1975-10-08,328.6161,0.9361415325042216,0.774,1975,10,8,1975
1975-10-09,328.6161,0.9361415325042216,0.774,1975,10,9,1975
1975-10-10,324.6118,0.932416130348578,0.779,1975,10,10,1975
1975-10-11,320.6383,0.933147630767266,0.785,1975,10,11,1975
1975-10-12,316.6956,0.9323394123967925,0.789,1975,10,12,1975
1975-10-13,312.7836,0.93773961286087,0.794,1975,10,13,1975
1975-10-14,312.7836,0.93773961286087,0.794,1975,10,14,1975
1975-10-15,308.9022,0.9382371241485589,0.801,1975,10,15,1975
1975-10-16,305.0513,0.9391616068132683,0.807,1975,10,16,1975
1975-10-17,301.2308,0.9405443187056235,0.8140000000000001,1975,10,17,1975
1975-10-18,301.2308,0.9405443187056235,0.8140000000000001,1975,10,18,1975
1975-10-19,297.4406,0.946694967806881,0.8190000000000001,1975,10,19,1975
1975-10-20,297.4406,0.946694967806881,0.8190000000000001,1975,10,20,1975
1975-10-21,297.4406,0.946694967806881,0.8190000000000001,1975,10,21,1975
1975-10-22,293.6805,0.9498224783759069,0.8220000000000001,1975,10,22,1975
1975-10-23,289.9506,0.9469336970794502,0.8290000000000001,1975,10,23,1975
1975-10-24,289.9506,0.9469336970794502,0.8290000000000001,1975,10,24,1975
1975-10-25,289.9506,0.9469336970794502,0.8290000000000001,1975,10,25,1975
1975-10-26,289.9506,0.9469336970794502,0.8290000000000001,1975,10,26,1975
1975-10-27,289.9506,0.9469336970794502,0.8290000000000001,1975,10,27,1975
1975-10-28,271.7487,0.949916058961914,0.856,1975,10,28,1975
1975-10-29,271.7487,0.949916058961914,0.856,1975,10,29,1975
1975-10-30,271.7487,0.949916058961914,0.856,1975,10,30,1975
1975-10-31,271.7487,0.949916058961914,0.856,1975,10,31,1975
1975-11-01,271.7487,0.949916058961914,0.856,1975,11,1,1975
1975-11-02,268.1972,0.9537160360653643,0.862,1975,11,2,1975
1975-11-03,268.1972,0.9537160360653643,0.862,1975,11,3,1975
1975-11-04,261.1822,0.9549318628269057,0.876,1975,11,4,1975
1975-11-05,261.1822,0.9549318628269057,0.876,1975,11,5,1975
1975-11-06,254.284,0.9662864708773887,0.885,1975,11,6,1975
1975-11-07,254.284,0.9662864708773887,0.885,1975,11,7,1975
1975-11-08,264.675,0.9536166819538321,0.869,1975,11,8,1975
1975-11-09,261.1822,0.9549318628269057,0.876,1975,11,9,1975
1975-11-10,261.1822,0.9549318628269057,0.876,1975,11,10,1975
1975-11-11,257.7185,0.9611332445675007,0.88,1975,11,11,1975
1975-11-12,254.284,0.9662864708773887,0.885,1975,11,12,1975
1975-11-13,254.284,0.9662864708773887,0.885,1975,11,13,1975
1975-11-14,254.284,0.9662864708773887,0.885,1975,11,14,1975
1975-11-15,261.1822,0.9549318628269057,0.876,1975,11,15,1975
1975-11-16,261.1822,0.9549318628269057,0.876,1975,11,16,1975
1975-11-17,261.1822,0.9549318628269057,0.876,1975,11,17,1975
1975-11-18,261.1822,0.9549318628269057,0.876,1975,11,18,1975
1975-11-19,268.1972,0.9537160360653643,0.862,1975,11,19,1975
1975-11-20,268.1972,0.9537160360653643,0.862,1975,11,20,1975
1975-11-21,268.1972,0.9537160360653643,0.862,1975,11,21,1975
1975-11-22,268.1972,0.9537160360653643,0.862,1975,11,22,1975
1975-11-23,264.675,0.9536166819538321,0.869,1975,11,23,1975
1975-11-24,261.1822,0.9549318628269057,0.876,1975,11,24,1975
1975-11-25,268.1972,0.9537160360653643,0.862,1975,11,25,1975
1975-11-26,268.1972,0.9537160360653643,0.862,1975,11,26,1975
1975-11-27,268.1972,0.9537160360653643,0.862,1975,11,27,1975
1975-11-28,271.7487,0.949916058961914,0.856,1975,11,28,1975
1975-11-29,271.7487,0.949916058961914,0.856,1975,11,29,1975
1975-11-30,278.9403,0.9576486337515687,0.846,1975,11,30,1975
1975-12-01,286.2506,0.9535236891577901,0.833,1975,12,1,1975
1975-12-02,293.6805,0.9498224783759069,0.8220000000000001,1975,12,2,1975
1975-12-03,293.6805,0.9498224783759069,0.8220000000000001,1975,12,3,1975
1975-12-04,312.7836,0.93773961286087,0.794,1975,12,4,1975
1975-12-05,301.2308,0.9405443187056235,0.8140000000000001,1975,12,5,1975
1975-12-06,301.2308,0.9405443187056235,0.8140000000000001,1975,12,6,1975
1975-12-07,305.0513,0.9391616068132683,0.807,1975,12,7,1975
1975-12-08,308.9022,0.9382371241485589,0.801,1975,12,8,1975
1975-12-09,308.9022,0.9382371241485589,0.801,1975,12,9,1975
1975-12-10,308.9022,0.9382371241485589,0.801,1975,12,10,1975
1975-12-11,312.7836,0.93773961286087,0.794,1975,12,11,1975
1975-12-12,336.7179,0.9360015605047863,0.763,1975,12,12,1975
1975-12-13,357.5196,0.9262521267732834,0.739,1975,12,13,1975
1975-12-14,361.7746,0.924773207331781,0.734,1975,12,14,1975
1975-12-15,370.3799,0.9229572749850775,0.724,1975,12,15,1975
1975-12-16,458.6166,0.9050988557447361,0.633,1975,12,16,1975
1975-12-17,401.5105,0.9042314065067445,0.6920000000000001,1975,12,17,1975
1975-12-18,387.9749,0.9127458493268135,0.706,1975,12,18,1975
1975-12-19,387.9749,0.9127458493268135,0.706,1975,12,19,1975
1975-12-20,401.5105,0.9042314065067445,0.6920000000000001,1975,12,20,1975
1975-12-21,415.3399,0.9112534957736711,0.679,1975,12,21,1975
1975-12-22,429.4657,0.904607701727103,0.662,1975,12,22,1975
1975-12-23,429.4657,0.904607701727103,0.662,1975,12,23,1975
1975-12-24,420.0154,0.9082589998598968,0.672,1975,12,24,1975
1975-12-25,424.724,0.910031385755582,0.667,1975,12,25,1975
1975-12-26,434.2405,0.907823595669754,0.658,1975,12,26,1975
1975-12-27,439.0488,0.9051411699273636,0.654,1975,12,27,1975
1975-12-28,443.8904,0.9052010754051415,0.647,1975,12,28,1975
1975-12-29,453.6742,0.9041385526231452,0.637,1975,12,29,1975
1975-12-30,453.6742,0.9041385526231452,0.637,1975,12,30,1975
1975-12-31,453.6742,0.9041385526231452,0.637,1975,12,31,1975
1976-01-01,468.6029,0.9058640760855351,0.622,1976,1,1,1975
1976-01-02,483.8375,0.8982841571615109,0.611,1976,1,2,1975
1976-01-03,473.647,0.9024684104325791,0.618,1976,1,3,1975
1976-01-04,478.7252,0.8963317925491331,0.615,1976,1,4,1975
1976-01-05,483.8375,0.8982841571615109,0.611,1976,1,5,1975
1976-01-06,488.9841,0.9025023332101986,0.605,1976,1,6,1975
1976-01-07,499.3804,0.9009930497195573,0.598,1976,1,7,1975
1976-01-08,509.9149,0.8999293586011801,0.59,1976,1,8,1975
1976-01-09,520.5884,0.9017017261169357,0.581,1976,1,9,1975
1976-01-10,520.5884,0.9017017261169357,0.581,1976,1,10,1975
1976-01-11,547.8849,0.8866356760088309,0.562,1976,1,11,1975
1976-01-12,576.0661,0.8937291702258799,0.542,1976,1,12,1975
1976-01-13,576.0661,0.8937291702258799,0.542,1976,1,13,1975
1976-01-14,576.0661,0.8937291702258799,0.542,1976,1,14,1975
1976-01-15,576.0661,0.8937291702258799,0.542,1976,1,15,1975
1976-01-16,576.0661,0.8937291702258799,0.542,1976,1,16,1975
1976-01-17,581.8096,0.8938687681945575,0.539,1976,1,17,1975
1976-01-18,593.4044,0.8993418496091952,0.532,1976,1,18,1975
1976-01-19,605.1438,0.9027428533285373,0.526,1976,1,19,1975
1976-01-20,623.0255,0.8998493824309258,0.514,1976,1,20,1975
1976-01-21,623.0255,0.8998493824309258,0.514,1976,1,21,1975
1976-01-22,623.0255,0.8998493824309258,0.514,1976,1,22,1975
1976-01-23,635.1294,0.9012237504084875,0.506,1976,1,23,1975
1976-01-24,641.2365,0.8960891635723506,0.503,1976,1,24,1975
1976-01-25,647.3805,0.8991695938092326,0.5,1976,1,25,1975
1976-01-26,659.7793,0.8899831197679898,0.495,1976,1,26,1975
1976-01-27,666.0345,0.892788475819738,0.491,1976,1,27,1975
1976-01-28,666.0345,0.892788475819738,0.491,1976,1,28,1975
1976-01-29,672.3268,0.8943198470525467,0.487,1976,1,29,1975
1976-01-30,685.0236,0.8875853869538542,0.482,1976,1,30,1975
1976-01-31,697.8704,0.8947491321582333,0.47500000000000003,1976,1,31,1975
1976-02-01,724.017,0.9048002220330809,0.465,1976,2,1,1975
1976-02-02,750.7725,0.913825832782443,0.452,1976,2,2,1975
1976-02-03,750.7725,0.913825832782443,0.452,1976,2,3,1975
1976-02-04,764.3804,0.9161225843595906,0.445,1976,2,4,1975
1976-02-05,764.3804,0.9161225843595906,0.445,1976,2,5,1975
1976-02-06,778.1427,0.9207970611646621,0.44,1976,2,6,1975
1976-02-07,806.1332,0.9227500637267861,0.427,1976,2,7,1975
1976-02-08,806.1332,0.9227500637267861,0.427,1976,2,8,1975
1976-02-09,806.1332,0.9227500637267861,0.427,1976,2,9,1975
1976-02-10,806.1332,0.9227500637267861,0.427,1976,2,10,1975
1976-02-11,813.2284,0.9247833120353294,0.424,1976,2,11,1975
1976-02-12,827.5366,0.9266376969804004,0.418,1976,2,12,1975
1976-02-13,827.5366,0.9266376969804004,0.418,1976,2,13,1975
1976-02-14,827.5366,0.9266376969804004,0.418,1976,2,14,1975
1976-02-15,834.7498,0.927846870651145,0.41500000000000004,1976,2,15,1975
1976-02-16,842.0024,0.9271009023630276,0.41300000000000003,1976,2,16,1975
1976-02-17,842.0024,0.9271009023630276,0.41300000000000003,1976,2,17,1975
1976-02-18,849.2947,0.9269743111864369,0.40900000000000003,1976,2,18,1975
1976-02-19,863.9982,0.9291276628783046,0.402,1976,2,19,1975
1976-02-20,878.8611,0.928907461559927,0.398,1976,2,20,1975
1976-02-21,893.8841,0.9211526287302267,0.394,1976,2,21,1975
1976-02-22,893.8841,0.9211526287302267,0.394,1976,2,22,1975
1976-02-23,893.8841,0.9211526287302267,0.394,1976,2,23,1975
1976-02-24,893.8841,0.9211526287302267,0.394,1976,2,24,1975
1976-02-25,932.1467,0.935310513432737,0.376,1976,2,25,1975
1976-02-26,939.9208,0.9401080003131371,0.373,1976,2,26,1975
1976-02-27,939.9208,0.9401080003131371,0.373,1976,2,27,1975
1976-02-28,947.7356,0.9347617758852778,0.372,1976,2,28,1975
1976-02-29,955.6116,0.9409101957128995,0.369,1976,2,29,1975
1976-03-01,963.4877,0.9348295795407285,0.365,1976,3,1,1975
1976-03-02,979.4038,0.9351257454830142,0.358,1976,3,2,1975
1976-03-03,995.4845,0.9302933494304715,0.354,1976,3,3,1975
1976-03-04,1019.9159,0.9307935433598048,0.34700000000000003,1976,3,4,1975
1976-03-05,1044.7218,0.9226176187640416,0.34,1976,3,5,1975
1976-03-06,1078.3827,0.9267893359779524,0.33,1976,3,6,1975
1976-03-07,1112.7189,0.9251534392521856,0.319,1976,3,7,1975
1976-03-08,1147.7361,0.9415014400124121,0.311,1976,3,8,1975
1976-03-09,1192.4734,0.9441886322785066,0.299,1976,3,9,1975
1976-03-10,1238.2939,0.9339086661192736,0.28800000000000003,1976,3,10,1975
1976-03-11,1304.2828,0.9241637519909148,0.276,1976,3,11,1975
1976-03-12,1362.5733,0.9215384440016607,0.265,1976,3,12,1975
1976-03-13,1362.5733,0.9215384440016607,0.265,1976,3,13,1975
1976-03-14,1525.9589,0.9504514677270214,0.23700000000000002,1976,3,14,1975
1976-03-15,1667.4025,0.9644679152782276,0.216,1976,3,15,1975
1976-03-16,1828.6668,0.9889043861982338,0.195,1976,3,16,1975
1976-03-17,2114.3104,1.0093495151979315,0.164,1976,3,17,1975
1976-03-18,2287.4661,1.0025586853016195,0.14400000000000002,1976,3,18,1975
1976-03-19,2570.8598,1.018561997736883,0.117,1976,3,19,1975
1976-03-20,2781.7915,1.0160199745827974,0.101,1976,3,20,1975
1976-03-21,2875.419,1.020219146567976,0.094,1976,3,21,1975
1976-03-22,2971.0078,1.0211184479111792,0.08600000000000001,1976,3,22,1975
1976-03-23,3134.7263,1.0336057617401824,0.075,1976,3,23,1975
1976-03-24,3304.0166,1.0204728694073757,0.064,1976,3,24,1975
1976-03-25,3550.5294,1.0333005784377705,0.052000000000000005,1976,3,25,1975
1976-03-26,3733.5042,1.0268096737165175,0.045,1976,3,26,1975
1976-03-27,3827.1734,1.0270627948648845,0.042,1976,3,27,1975
1976-03-28,3941.514,1.0197199145046927,0.039,1976,3,28,1975
1976-03-29,4057.9837,1.0207973844836438,0.036000000000000004,1976,3,29,1975
1976-03-30,4057.9837,1.0207973844836438,0.036000000000000004,1976,3,30,1975
1976-03-31,4371.001,1.023105607198882,0.028,1976,3,31,1975
1976-04-01,4488.5142,1.029579134674392,0.025,1976,4,1,1975
1976-04-02,4590.2785,1.0425744081743091,0.022,1976,4,2,1975
1976-04-03,4658.6523,1.0463454815472313,0.021,1976,4,3,1975
1976-04-04,4710.2106,1.0411241761518433,0.02,1976,4,4,1975
1976-04-05,4762.0068,1.0452560588112731,0.019,1976,4,5,1975
1976-04-06,4814.0403,1.0482425677584868,0.018000000000000002,1976,4,6,1975
1976-04-07,4901.2893,1.0482608517233483,0.016,1976,4,7,1975
1976-04-08,5006.8544,1.0523054879951215,0.014,1976,4,8,1975
1976-04-09,5077.7546,1.0475220754542551,0.013000000000000001,1976,4,9,1975
1976-04-10,5149.0725,1.046897610788912,0.012,1976,4,10,1975
1976-04-11,5220.8071,1.0435632736463587,0.011,1976,4,11,1975
1976-04-12,5274.881,1.0435632736463587,0.011,1976,4,12,1975
1976-04-13,5274.881,1.0435632736463587,0.011,1976,4,13,1975
1976-04-14,5113.3614,1.0475220754542551,0.013000000000000001,1976,4,14,1975
1976-04-15,5113.3614,1.0475220754542551,0.013000000000000001,1976,4,15,1975
1976-04-16,5077.7546,1.0475220754542551,0.013000000000000001,1976,4,16,1975
1976-04-17,5042.2522,1.0523054879951215,0.014,1976,4,17,1975
1976-04-18,5006.8544,1.0523054879951215,0.014,1976,4,18,1975
1976-04-19,4953.9539,1.0507097584080378,0.015,1976,4,19,1975
1976-04-20,4918.8179,1.0482608517233483,0.016,1976,4,20,1975
1976-04-21,4883.7869,1.050074297998217,0.017,1976,4,21,1975
1976-04-22,4831.4375,1.050074297998217,0.017,1976,4,22,1975
1976-04-23,4762.0068,1.0452560588112731,0.019,1976,4,23,1975
1976-04-24,4692.9981,1.0411241761518433,0.02,1976,4,24,1975
1976-04-25,4607.3322,1.0463454815472313,0.021,1976,4,25,1975
1976-04-26,4522.3293,1.035380161908873,0.024,1976,4,26,1975
1976-04-27,4488.5142,1.029579134674392,0.025,1976,4,27,1975
1976-04-28,4454.8056,1.029195848428464,0.026000000000000002,1976,4,28,1975
1976-04-29,4437.9913,1.029195848428464,0.026000000000000002,1976,4,29,1975
1976-04-30,4421.2037,1.0248081446617492,0.027,1976,4,30,1975
1976-05-01,4421.2037,1.0248081446617492,0.027,1976,5,1,1975
1976-05-02,4404.4427,1.0248081446617492,0.027,1976,5,2,1975
1976-05-03,4387.7085,1.023105607198882,0.028,1976,5,3,1975
1976-05-04,4387.7085,1.023105607198882,0.028,1976,5,4,1975
1976-05-05,4387.7085,1.023105607198882,0.028,1976,5,5,1975
1976-05-06,4354.3203,1.0173723407497501,0.029,1976,5,6,1975
1976-05-07,4354.3203,1.0173723407497501,0.029,1976,5,7,1975
1976-05-08,4371.001,1.023105607198882,0.028,1976,5,8,1975
1976-05-09,4387.7085,1.023105607198882,0.028,1976,5,9,1975
1976-05-10,4404.4427,1.0248081446617492,0.027,1976,5,10,1975
1976-05-11,4421.2037,1.0248081446617492,0.027,1976,5,11,1975
1976-05-12,4471.6466,1.029195848428464,0.026000000000000002,1976,5,12,1975
1976-05-13,4505.4084,1.035380161908873,0.024,1976,5,13,1975
1976-05-14,4505.4084,1.035380161908873,0.024,1976,5,14,1975
1976-05-15,4471.6466,1.029195848428464,0.026000000000000002,1976,5,15,1975
1976-05-16,4437.9913,1.029195848428464,0.026000000000000002,1976,5,16,1975
1976-05-17,4404.4427,1.0248081446617492,0.027,1976,5,17,1975
1976-05-18,4371.001,1.023105607198882,0.028,1976,5,18,1975
1976-05-19,4354.3203,1.0173723407497501,0.029,1976,5,19,1975
1976-05-20,4337.6663,1.0137699956114323,0.03,1976,5,20,1975
1976-05-21,4236.7153,1.0224433938877127,0.032,1976,5,21,1975
1976-05-22,4156.6796,1.0198166607144032,0.034,1976,5,22,1975
1976-05-23,4077.6034,1.0207973844836438,0.036000000000000004,1976,5,23,1975
1976-05-24,3999.4817,1.0269394604743338,0.038,1976,5,24,1975
1976-05-25,3941.514,1.0197199145046927,0.039,1976,5,25,1975
1976-05-26,3884.0786,1.0253418271189165,0.041,1976,5,26,1975
1976-05-27,3884.0786,1.0253418271189165,0.041,1976,5,27,1975
1976-05-28,3884.0786,1.0253418271189165,0.041,1976,5,28,1975
1976-05-29,3733.5042,1.0268096737165175,0.045,1976,5,29,1975
1976-05-30,3568.5667,1.0327168421786028,0.051000000000000004,1976,5,30,1975
1976-05-31,3425.876,1.0344066288448297,0.058,1976,5,31,1975
1976-06-01,3373.3099,1.0273162295044078,0.06,1976,6,1,1975
1976-06-02,3338.55,1.0264989099999873,0.062,1976,6,2,1975
1976-06-03,3338.55,1.0264989099999873,0.062,1976,6,3,1975
1976-06-04,3252.6399,1.0280956726482577,0.068,1976,6,4,1975
1976-06-05,3201.7695,1.031443027585942,0.07,1976,6,5,1975
1976-06-06,3151.4034,1.0395078471126764,0.074,1976,6,6,1975
1976-06-07,3085.0293,1.03183032828526,0.078,1976,6,7,1975
1976-06-08,3035.8316,1.0230215396918452,0.081,1976,6,8,1975
1976-06-09,2987.1311,1.0190615894931603,0.085,1976,6,9,1975
1976-06-10,2922.9672,1.0170608668527348,0.091,1976,6,10,1975
1976-06-11,2891.2138,1.0203249529486986,0.093,1976,6,11,1975
1976-06-12,2828.3612,1.0169808449057474,0.098,1976,6,12,1975
1976-06-13,2781.7915,1.0160199745827974,0.101,1976,6,13,1975
1976-06-14,2720.4544,1.0208792028170672,0.105,1976,6,14,1975
1976-06-15,2675.0157,1.0170500348123412,0.109,1976,6,15,1975
1976-06-16,2600.3529,1.015107126139051,0.115,1976,6,16,1975
